Index,Vertices,Partial Domination Fraction,Smallest Set Size,Occurrences,Example Set,Max Minimal Set Size,Gamma - Gamma,Edges,Max Degree,Number of Leaves,Is Unique,Excel Row
4760,14,1/3,2,67,"(0, 2)",3,1,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 13), (8, 9), (8, 12), (9, 10), (10, 11)]",3,5,False,4762
4761,14,2/3,3,17,"(0, 4, 8)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 13), (8, 9), (8, 12), (9, 10), (10, 11)]",3,5,False,4763
4762,14,1/3,2,66,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 12), (9, 10), (10, 11)]",3,5,False,4764
4763,14,2/3,3,16,"(0, 3, 8)",6,3,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 12), (9, 10), (10, 11)]",3,5,False,4765
4764,14,1/3,2,73,"(0, 2)",3,1,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (9, 10), (10, 11), (12, 13)]",3,4,False,4766
4765,14,2/3,3,15,"(0, 4, 9)",5,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (9, 10), (10, 11), (12, 13)]",3,4,False,4767
4766,14,1/3,1,1,"(7,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (7, 13), (8, 9), (9, 10), (10, 11)]",4,5,True,4768
4767,14,2/3,3,24,"(0, 4, 7)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (7, 13), (8, 9), (9, 10), (10, 11)]",4,5,False,4769
4768,14,1/3,2,67,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (9, 10), (10, 11)]",3,5,False,4770
4769,14,2/3,3,17,"(0, 3, 9)",6,3,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (9, 10), (10, 11)]",3,5,False,4771
4770,14,1/3,2,73,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 12), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (10, 11), (12, 13)]",3,4,False,4772
4771,14,2/3,3,13,"(0, 3, 9)",5,2,"[(0, 1), (0, 7), (0, 12), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (10, 11), (12, 13)]",3,4,False,4773
4772,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 7), (0, 12), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (10, 11)]",4,5,True,4774
4773,14,2/3,3,22,"(0, 1, 4)",6,3,"[(0, 1), (0, 7), (0, 12), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (10, 11)]",4,5,False,4775
4774,14,1/3,1,1,"(9,)",4,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (9, 11), (9, 12), (9, 13)]",5,6,True,4776
4775,14,2/3,2,1,"(4, 9)",7,5,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (9, 11), (9, 12), (9, 13)]",5,6,True,4777
4776,14,1/3,1,1,"(9,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 13), (9, 10), (9, 11), (9, 12)]",4,6,True,4778
4777,14,2/3,3,24,"(0, 2, 9)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 13), (9, 10), (9, 11), (9, 12)]",4,6,False,4779
4778,14,1/3,1,1,"(9,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 13), (8, 9), (9, 10), (9, 11), (9, 12)]",4,6,True,4780
4779,14,2/3,3,30,"(0, 2, 9)",7,4,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 13), (8, 9), (9, 10), (9, 11), (9, 12)]",4,6,False,4781
4780,14,1/3,1,1,"(9,)",3,2,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (9, 11), (9, 12)]",4,6,True,4782
4781,14,2/3,3,26,"(0, 1, 9)",6,3,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (9, 11), (9, 12)]",4,6,False,4783
4782,14,1/3,2,70,"(0, 2)",3,1,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 12), (9, 10), (9, 11), (12, 13)]",3,5,False,4784
4783,14,2/3,3,13,"(0, 3, 9)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 12), (9, 10), (9, 11), (12, 13)]",3,5,False,4785
4784,14,1/3,1,1,"(8,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 12), (8, 13), (9, 10), (9, 11)]",4,6,True,4786
4785,14,2/3,3,22,"(0, 3, 8)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 12), (8, 13), (9, 10), (9, 11)]",4,6,False,4787
4786,14,1/3,2,64,"(0, 2)",3,1,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 13), (8, 9), (8, 12), (9, 10), (9, 11)]",3,6,False,4788
4787,14,2/3,3,17,"(0, 3, 9)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 13), (8, 9), (8, 12), (9, 10), (9, 11)]",3,6,False,4789
4788,14,1/3,2,63,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 12), (9, 10), (9, 11)]",3,6,False,4790
4789,14,2/3,3,18,"(0, 2, 9)",6,3,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 12), (9, 10), (9, 11)]",3,6,False,4791
4790,14,1/3,2,69,"(0, 2)",3,1,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (9, 10), (9, 11), (12, 13)]",3,5,False,4792
4791,14,2/3,3,18,"(0, 3, 9)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (9, 10), (9, 11), (12, 13)]",3,5,False,4793
4792,14,1/3,1,1,"(7,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (7, 13), (8, 9), (9, 10), (9, 11)]",4,6,True,4794
4793,14,2/3,3,26,"(0, 3, 9)",7,4,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (7, 13), (8, 9), (9, 10), (9, 11)]",4,6,False,4795
4794,14,1/3,2,62,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (9, 10), (9, 11)]",3,6,False,4796
4795,14,2/3,3,21,"(0, 2, 9)",6,3,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (9, 10), (9, 11)]",3,6,False,4797
4796,14,1/3,2,69,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 12), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (9, 11), (12, 13)]",3,5,False,4798
4797,14,2/3,3,17,"(0, 2, 9)",6,3,"[(0, 1), (0, 7), (0, 12), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (9, 11), (12, 13)]",3,5,False,4799
4798,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 7), (0, 12), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (9, 11)]",4,6,True,4800
4799,14,2/3,3,22,"(0, 1, 4)",6,3,"[(0, 1), (0, 7), (0, 12), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (9, 11)]",4,6,False,4801
4800,14,1/3,1,1,"(8,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (8, 13), (9, 10), (11, 12)]",4,5,True,4802
4801,14,2/3,3,19,"(0, 3, 8)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (8, 13), (9, 10), (11, 12)]",4,5,False,4803
4802,14,1/3,2,70,"(0, 2)",3,1,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 13), (8, 9), (8, 11), (9, 10), (11, 12)]",3,5,False,4804
4803,14,2/3,3,14,"(0, 4, 8)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 13), (8, 9), (8, 11), (9, 10), (11, 12)]",3,5,False,4805
4804,14,1/3,2,70,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (9, 10), (11, 12)]",3,5,False,4806
4805,14,2/3,3,13,"(0, 3, 8)",6,3,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (9, 10), (11, 12)]",3,5,False,4807
4806,14,1/3,1,1,"(8,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (8, 12), (8, 13), (9, 10)]",5,6,True,4808
4807,14,2/3,2,1,"(4, 8)",6,4,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (8, 12), (8, 13), (9, 10)]",5,6,True,4809
4808,14,1/3,1,1,"(8,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 13), (8, 9), (8, 11), (8, 12), (9, 10)]",4,6,True,4810
4809,14,2/3,3,22,"(0, 3, 8)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 13), (8, 9), (8, 11), (8, 12), (9, 10)]",4,6,False,4811
4810,14,1/3,1,1,"(8,)",3,2,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (8, 12), (9, 10)]",4,6,True,4812
4811,14,2/3,3,25,"(0, 2, 8)",6,3,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (8, 12), (9, 10)]",4,6,False,4813
4812,14,1/3,2,70,"(0, 2)",3,1,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (8, 11), (9, 10), (12, 13)]",3,5,False,4814
4813,14,2/3,3,14,"(0, 4, 8)",5,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (8, 11), (9, 10), (12, 13)]",3,5,False,4815
4814,14,1/3,1,1,"(7,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (7, 13), (8, 9), (8, 11), (9, 10)]",4,6,True,4816
4815,14,2/3,3,21,"(0, 4, 7)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (7, 13), (8, 9), (8, 11), (9, 10)]",4,6,False,4817
4816,14,1/3,2,64,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (8, 11), (9, 10)]",3,6,False,4818
4817,14,2/3,3,16,"(0, 3, 8)",6,3,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 12), (8, 9), (8, 11), (9, 10)]",3,6,False,4819
4818,14,1/3,2,70,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 12), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (9, 10), (12, 13)]",3,5,False,4820
4819,14,2/3,3,14,"(0, 3, 8)",6,3,"[(0, 1), (0, 7), (0, 12), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (9, 10), (12, 13)]",3,5,False,4821
4820,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 7), (0, 12), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (9, 10)]",4,6,True,4822
4821,14,2/3,3,23,"(0, 1, 4)",6,3,"[(0, 1), (0, 7), (0, 12), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (8, 11), (9, 10)]",4,6,False,4823
4822,14,1/3,2,72,"(0, 2)",3,1,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (8, 9), (9, 10), (11, 12), (12, 13)]",3,4,False,4824
4823,14,2/3,3,15,"(0, 4, 9)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (8, 9), (9, 10), (11, 12), (12, 13)]",3,4,False,4825
4824,14,1/3,2,69,"(0, 2)",3,1,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (8, 9), (9, 10), (11, 12), (11, 13)]",3,5,False,4826
4825,14,2/3,3,17,"(0, 4, 9)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (8, 9), (9, 10), (11, 12), (11, 13)]",3,5,False,4827
4826,14,1/3,1,1,"(7,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (7, 13), (8, 9), (9, 10), (11, 12)]",4,5,True,4828
4827,14,2/3,3,20,"(0, 4, 7)",6,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (7, 13), (8, 9), (9, 10), (11, 12)]",4,5,False,4829
4828,14,1/3,2,69,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (8, 9), (9, 10), (11, 12)]",3,5,False,4830
4829,14,2/3,3,15,"(0, 3, 9)",6,3,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (8, 9), (9, 10), (11, 12)]",3,5,False,4831
4830,14,1/3,1,1,"(7,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (7, 12), (7, 13), (8, 9), (9, 10)]",5,6,True,4832
4831,14,2/3,2,1,"(4, 7)",7,5,"[(0, 1), (0, 7), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (7, 12), (7, 13), (8, 9), (9, 10)]",5,6,True,4833
4832,14,1/3,1,1,"(7,)",3,2,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (7, 12), (8, 9), (9, 10)]",4,6,True,4834
4833,14,2/3,3,21,"(0, 3, 7)",6,3,"[(0, 1), (0, 7), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (7, 12), (8, 9), (9, 10)]",4,6,False,4835
4834,14,1/3,2,69,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 12), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (8, 9), (9, 10), (12, 13)]",3,5,False,4836
4835,14,2/3,3,15,"(0, 3, 9)",6,3,"[(0, 1), (0, 7), (0, 12), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (8, 9), (9, 10), (12, 13)]",3,5,False,4837
4836,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 7), (0, 12), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (8, 9), (9, 10)]",4,6,True,4838
4837,14,2/3,3,21,"(0, 1, 4)",6,3,"[(0, 1), (0, 7), (0, 12), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (7, 11), (8, 9), (9, 10)]",4,6,False,4839
4838,14,1/3,2,72,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 11), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (11, 12), (12, 13)]",3,4,False,4840
4839,14,2/3,3,14,"(0, 3, 9)",6,3,"[(0, 1), (0, 7), (0, 11), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (11, 12), (12, 13)]",3,4,False,4841
4840,14,1/3,2,69,"(0, 1)",3,1,"[(0, 1), (0, 7), (0, 11), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (11, 12), (11, 13)]",3,5,False,4842
4841,14,2/3,3,17,"(0, 3, 9)",6,3,"[(0, 1), (0, 7), (0, 11), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (11, 12), (11, 13)]",3,5,False,4843
4842,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 7), (0, 11), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (11, 12)]",4,5,True,4844
4843,14,2/3,3,19,"(0, 1, 4)",6,3,"[(0, 1), (0, 7), (0, 11), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10), (11, 12)]",4,5,False,4845
4844,14,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 7), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10)]",5,6,True,4846
4845,14,2/3,2,1,"(0, 4)",7,5,"[(0, 1), (0, 7), (0, 11), (0, 12), (0, 13), (1, 2), (2, 3), (3, 4), (4, 5), (4, 6), (7, 8), (8, 9), (9, 10)]",5,6,True,4847
4846,14,1/3,1,1,"(3,)",3,2,"[(0, 1), (0, 9), (1, 2), (2, 3), (3, 4), (3, 6), (3, 8), (4, 5), (6, 7), (9, 10), (10, 11), (11, 12), (12, 13)]",4,4,True,4848
4847,14,2/3,3,12,"(0, 3, 10)",5,2,"[(0, 1), (0, 9), (1, 2), (2, 3), (3, 4), (3, 6), (3, 8), (4, 5), (6, 7), (9, 10), (10, 11), (11, 12), (12, 13)]",4,4,False,4849
4848,14,1/3,2,74,"(0, 2)",3,1,"[(0, 1), (0, 9), (1, 2), (2, 3), (2, 8), (3, 4), (3, 6), (4, 5), (6, 7), (9, 10), (10, 11), (11, 12), (12, 13)]",3,4,False,4850
4849,14,2/3,3,4,"(0, 3, 11)",5,2,"[(0, 1), (0, 9), (1, 2), (2, 3), (2, 8), (3, 4), (3, 6), (4, 5), (6, 7), (9, 10), (10, 11), (11, 12), (12, 13)]",3,4,False,4851
4850,14,1/3,2,74,"(0, 1)",3,1,"[(0, 1), (0, 9), (1, 2), (1, 8), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (9, 10), (10, 11), (11, 12), (12, 13)]",3,4,False,4852
4851,14,2/3,3,12,"(0, 3, 11)",5,2,"[(0, 1), (0, 9), (1, 2), (1, 8), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (9, 10), (10, 11), (11, 12), (12, 13)]",3,4,False,4853
4852,14,1/3,2,75,"(0, 2)",3,1,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (10, 11), (10, 13), (11, 12)]",3,4,False,4854
4853,14,2/3,3,9,"(0, 3, 10)",5,2,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (10, 11), (10, 13), (11, 12)]",3,4,False,4855
4854,14,1/3,2,74,"(0, 2)",3,1,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (9, 13), (10, 11), (11, 12)]",3,4,False,4856
4855,14,2/3,3,9,"(0, 3, 9)",5,2,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (9, 13), (10, 11), (11, 12)]",3,4,False,4857
4856,14,1/3,2,74,"(0, 2)",3,1,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (8, 13), (9, 10), (10, 11), (11, 12)]",3,4,False,4858
4857,14,2/3,3,8,"(0, 3, 10)",5,2,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (8, 13), (9, 10), (10, 11), (11, 12)]",3,4,False,4859
4858,14,1/3,2,74,"(0, 1)",3,1,"[(0, 1), (0, 8), (0, 13), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (10, 11), (11, 12)]",3,4,False,4860
4859,14,2/3,3,9,"(0, 3, 9)",5,2,"[(0, 1), (0, 8), (0, 13), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (10, 11), (11, 12)]",3,4,False,4861
4860,14,1/3,1,1,"(10,)",3,2,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (10, 11), (10, 12), (10, 13)]",4,5,True,4862
4861,14,2/3,3,28,"(0, 2, 10)",6,3,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (10, 11), (10, 12), (10, 13)]",4,5,False,4863
4862,14,1/3,2,72,"(0, 2)",3,1,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (9, 13), (10, 11), (10, 12)]",3,5,False,4864
4863,14,2/3,3,12,"(0, 3, 9)",5,2,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (9, 13), (10, 11), (10, 12)]",3,5,False,4865
4864,14,1/3,2,70,"(0, 2)",3,1,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (8, 13), (9, 10), (10, 11), (10, 12)]",3,5,False,4866
4865,14,2/3,3,13,"(0, 3, 10)",6,3,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (8, 13), (9, 10), (10, 11), (10, 12)]",3,5,False,4867
4866,14,1/3,2,70,"(0, 1)",3,1,"[(0, 1), (0, 8), (0, 13), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (10, 11), (10, 12)]",3,5,False,4868
4867,14,2/3,3,14,"(0, 2, 10)",5,2,"[(0, 1), (0, 8), (0, 13), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (10, 11), (10, 12)]",3,5,False,4869
4868,14,1/3,2,78,"(0, 2)",3,1,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (9, 12), (10, 11), (12, 13)]",3,4,False,4870
4869,14,2/3,3,6,"(0, 3, 9)",5,2,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (4, 5), (6, 7), (8, 9), (9, 10), (9, 12), (10, 11), (12, 13)]",3,4,False,4871
4870,14,1/3,1,1,"(3,)",3,2,"[(0, 1), (0, 9), (1, 2), (2, 3), (3, 4), (3, 6), (3, 7), (3, 8), (4, 5), (9, 10), (10, 11), (11, 12), (12, 13)]",5,5,True,4872
4871,14,2/3,3,33,"(0, 3, 4)",6,3,"[(0, 1), (0, 9), (1, 2), (2, 3), (3, 4), (3, 6), (3, 7), (3, 8), (4, 5), (9, 10), (10, 11), (11, 12), (12, 13)]",5,5,False,4873
4872,14,1/3,1,1,"(3,)",3,2,"[(0, 1), (0, 9), (1, 2), (2, 3), (2, 8), (3, 4), (3, 6), (3, 7), (4, 5), (9, 10), (10, 11), (11, 12), (12, 13)]",4,5,True,4874
4873,14,2/3,3,17,"(0, 3, 10)",5,2,"[(0, 1), (0, 9), (1, 2), (2, 3), (2, 8), (3, 4), (3, 6), (3, 7), (4, 5), (9, 10), (10, 11), (11, 12), (12, 13)]",4,5,False,4875
4874,14,1/3,1,1,"(3,)",3,2,"[(0, 1), (0, 9), (1, 2), (1, 8), (2, 3), (3, 4), (3, 6), (3, 7), (4, 5), (9, 10), (10, 11), (11, 12), (12, 13)]",4,5,True,4876
4875,14,2/3,3,21,"(0, 3, 10)",6,3,"[(0, 1), (0, 9), (1, 2), (1, 8), (2, 3), (3, 4), (3, 6), (3, 7), (4, 5), (9, 10), (10, 11), (11, 12), (12, 13)]",4,5,False,4877
4876,14,1/3,1,1,"(3,)",3,2,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (3, 7), (4, 5), (8, 9), (9, 10), (10, 11), (10, 13), (11, 12)]",4,5,True,4878
4877,14,2/3,3,22,"(0, 3, 9)",6,3,"[(0, 1), (0, 8), (1, 2), (2, 3), (3, 4), (3, 6), (3, 7), (4, 5), (8, 9), (9, 10), (10, 11), (10, 13), (11, 12)]",4,5,False,4879
